Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Month
2021-05-10,Melatonin,Sleep Aid,77,44.51,2742.05,0.2,2,USA,Amazon,5
2021-05-10,Biotin,Vitamin,115,28.51,2294.88,0.3,5,Canada,Walmart,5
2021-05-10,Green Tea Extract,Fat Burner,68,34.72,2124.87,0.1,0,Canada,Walmart,5
2021-05-10,Iron Supplement,Mineral,60,29.78,1786.89,0.0,1,Canada,iHerb,5
2021-05-10,Electrolyte Powder,Hydration,76,16.34,1242.09,0.0,1,Canada,Walmart,5
2021-05-17,Whey Protein,Protein,100,35.34,3180.68,0.1,1,USA,Amazon,5
2021-05-17,Vitamin C,Vitamin,85,27.64,2231.82,0.05,2,UK,Amazon,5
2021-05-17,Fish Oil,Omega,62,29.38,1821.74,0.0,1,UK,iHerb,5
2021-05-17,Multivitamin,Vitamin,112,36.32,2847.15,0.3,3,USA,Amazon,5
2021-05-17,Pre-Workout,Performance,104,44.43,3234.63,0.3,2,Canada,Walmart,5
2021-05-17,BCAA,Amino Acid,85,35.75,2430.71,0.2,3,Canada,Amazon,5
2021-05-17,Creatine,Performance,123,36.58,3149.87,0.3,3,USA,Walmart,5
2021-05-17,Zinc,Mineral,96,36.25,2610.17,0.25,2,UK,Amazon,5
2021-05-17,Magnesium,Mineral,57,38.04,2168.05,0.0,2,UK,iHerb,5
2021-05-17,Probiotic,Digestive,45,47.28,2127.73,0.0,1,USA,Amazon,5
2021-05-17,Ashwagandha,Herbal,58,30.12,1746.78,0.0,0,UK,Amazon,5
2021-05-17,Melatonin,Sleep Aid,77,17.39,1339.16,0.0,2,USA,Walmart,5
2021-05-17,Biotin,Vitamin,107,34.75,2788.95,0.25,3,Canada,iHerb,5
2021-05-17,Green Tea Extract,Fat Burner,50,37.94,1896.99,0.0,1,UK,iHerb,5
2021-05-17,Iron Supplement,Mineral,71,22.59,1603.56,0.0,1,UK,iHerb,5
2021-05-17,Electrolyte Powder,Hydration,88,44.63,2748.98,0.3,1,USA,iHerb,5
2021-05-24,Whey Protein,Protein,140,17.63,1851.43,0.25,1,USA,iHerb,5
2021-05-24,Vitamin C,Vitamin,70,26.01,1821.0,0.0,1,UK,iHerb,5
2021-05-24,Fish Oil,Omega,56,42.33,2251.8,0.05,0,UK,Walmart,5
2021-05-24,Multivitamin,Vitamin,122,20.54,1879.65,0.25,6,Canada,iHerb,5
2021-05-24,Pre-Workout,Performance,105,35.71,3187.13,0.15,2,Canada,iHerb,5
2021-05-24,BCAA,Amino Acid,58,33.48,1941.7,0.0,1,Canada,Amazon,5
2021-05-24,Creatine,Performance,99,33.84,2679.74,0.2,1,USA,Walmart,5
2021-05-24,Zinc,Mineral,115,27.68,2387.62,0.25,2,Canada,Amazon,5
2021-05-24,Magnesium,Mineral,45,49.98,2249.12,0.0,1,UK,iHerb,5
2021-05-24,Probiotic,Digestive,89,39.79,2655.86,0.25,1,UK,Amazon,5
2021-05-24,Ashwagandha,Herbal,49,37.06,1816.18,0.0,0,USA,Amazon,5
2021-05-24,Melatonin,Sleep Aid,55,40.38,2220.66,0.0,1,Canada,Amazon,5
2021-05-24,Biotin,Vitamin,51,47.18,2286.1,0.05,2,Canada,Amazon,5
2021-05-24,Green Tea Extract,Fat Burner,81,16.0,1231.02,0.05,0,UK,Walmart,5
2021-05-24,Iron Supplement,Mineral,31,48.56,1505.46,0.0,1,UK,Walmart,5
2021-05-24,Electrolyte Powder,Hydration,94,32.46,2288.54,0.25,3,USA,Amazon,5
2021-05-31,Whey Protein,Protein,93,24.95,2320.52,0.0,3,Canada,Walmart,5
2021-05-31,Vitamin C,Vitamin,73,44.92,2787.51,0.15,0,USA,iHerb,5
2021-05-31,Fish Oil,Omega,68,46.79,2545.42,0.2,3,UK,Amazon,5
2021-05-31,Multivitamin,Vitamin,114,21.64,1973.54,0.2,5,USA,Amazon,5
2021-05-31,Pre-Workout,Performance,89,37.56,2841.7,0.15,1,USA,Amazon,5
2021-05-31,BCAA,Amino Acid,70,29.19,1941.27,0.05,2,Canada,Amazon,5
2021-05-31,Creatine,Performance,114,25.19,2440.45,0.15,4,USA,Walmart,5
2021-05-31,Zinc,Mineral,59,33.67,1986.69,0.0,0,UK,iHerb,5
2021-05-31,Magnesium,Mineral,80,16.93,1354.57,0.0,2,UK,Walmart,5
2021-05-31,Probiotic,Digestive,63,30.91,1947.49,0.0,2,UK,iHerb,5
2021-05-31,Ashwagandha,Herbal,68,42.46,2454.19,0.15,1,UK,Amazon,5
2021-05-31,Melatonin,Sleep Aid,72,26.64,1822.14,0.05,3,UK,Amazon,5
2021-05-31,Biotin,Vitamin,55,44.75,2461.03,0.0,1,UK,iHerb,5
2021-05-31,Green Tea Extract,Fat Burner,59,38.1,2248.06,0.0,0,Canada,iHerb,5
2021-05-31,Iron Supplement,Mineral,80,19.37,1549.98,0.0,0,USA,iHerb,5
2021-05-31,Electrolyte Powder,Hydration,64,26.62,1703.68,0.0,2,Canada,iHerb,5
2021-06-07,Whey Protein,Protein,73,47.49,3466.74,0.0,1,USA,Walmart,6
2021-06-07,Vitamin C,Vitamin,79,23.05,1821.18,0.0,1,Canada,Amazon,6
2021-06-07,Fish Oil,Omega,40,43.86,1754.51,0.0,0,Canada,Walmart,6
2021-06-07,Multivitamin,Vitamin,87,18.72,1629.01,0.0,2,USA,Walmart,6
2021-06-07,Pre-Workout,Performance,64,43.72,2798.09,0.0,1,Canada,Walmart,6
2021-06-07,BCAA,Amino Acid,65,29.19,1897.33,0.0,2,USA,Amazon,6
2021-06-07,Creatine,Performance,82,42.22,3115.72,0.1,3,UK,Walmart,6
2021-06-07,Zinc,Mineral,47,36.44,1712.8,0.0,1,USA,iHerb,6
2021-06-07,Magnesium,Mineral,80,32.7,2354.05,0.1,2,UK,Walmart,6
2021-06-07,Probiotic,Digestive,77,28.77,1993.73,0.1,1,USA,iHerb,6
2021-06-07,Ashwagandha,Herbal,42,34.78,1460.76,0.0,1,UK,Amazon,6
2021-06-07,Melatonin,Sleep Aid,90,44.04,2774.55,0.3,1,UK,Amazon,6
2021-06-07,Biotin,Vitamin,57,51.59,2646.4,0.1,1,UK,Walmart,6
2021-06-07,Green Tea Extract,Fat Burner,96,20.92,1807.62,0.1,2,Canada,iHerb,6
2021-06-07,Iron Supplement,Mineral,84,45.19,2846.68,0.25,3,Canada,Amazon,6
2021-06-07,Electrolyte Powder,Hydration,60,29.63,1777.83,0.0,1,UK,Amazon,6
2021-06-14,Whey Protein,Protein,85,50.45,3430.54,0.2,4,USA,Amazon,6
2021-06-14,Vitamin C,Vitamin,69,50.0,2932.57,0.15,2,Canada,iHerb,6
2021-06-14,Fish Oil,Omega,78,21.3,1661.67,0.0,3,USA,iHerb,6
2021-06-14,Multivitamin,Vitamin,81,41.76,2706.01,0.2,2,USA,Amazon,6
2021-06-14,Pre-Workout,Performance,71,43.07,2905.28,0.05,0,UK,Amazon,6
2021-06-14,BCAA,Amino Acid,117,15.73,1379.91,0.25,5,Canada,iHerb,6
2021-06-14,Creatine,Performance,62,44.64,2767.79,0.0,1,Canada,Amazon,6
2021-06-14,Zinc,Mineral,76,16.44,1249.07,0.0,1,Canada,Walmart,6
2021-06-14,Magnesium,Mineral,97,42.81,2906.94,0.3,2,UK,iHerb,6
2021-06-14,Probiotic,Digestive,94,23.07,1843.2,0.15,2,USA,iHerb,6
2021-06-14,Ashwagandha,Herbal,84,19.32,1541.59,0.05,2,USA,Amazon,6
2021-06-14,Melatonin,Sleep Aid,110,25.15,2075.23,0.25,3,Canada,Walmart,6
2021-06-14,Biotin,Vitamin,57,45.7,2604.72,0.0,2,UK,Amazon,6
2021-06-14,Green Tea Extract,Fat Burner,87,15.26,1327.34,0.0,2,Canada,iHerb,6
2021-06-14,Iron Supplement,Mineral,109,24.01,1962.83,0.25,1,Canada,Walmart,6
2021-06-14,Electrolyte Powder,Hydration,110,18.26,1506.85,0.25,3,USA,Amazon,6
2021-06-21,Whey Protein,Protein,105,44.25,3252.03,0.3,3,Canada,iHerb,6
2021-06-21,Vitamin C,Vitamin,121,17.96,1629.54,0.25,4,USA,Walmart,6
2021-06-21,Fish Oil,Omega,72,23.56,1696.4,0.0,1,UK,iHerb,6
2021-06-21,Multivitamin,Vitamin,95,25.84,2086.45,0.15,1,UK,Amazon,6
2021-06-21,Pre-Workout,Performance,71,42.82,2888.41,0.05,1,USA,Walmart,6
2021-06-21,BCAA,Amino Acid,99,30.41,2258.22,0.25,1,Canada,iHerb,6
2021-06-21,Creatine,Performance,102,30.98,2686.3,0.15,3,USA,Walmart,6
2021-06-21,Zinc,Mineral,77,22.33,1719.43,0.0,2,Canada,Amazon,6
2021-06-21,Magnesium,Mineral,77,21.32,1641.28,0.0,0,USA,Walmart,6
2021-06-21,Probiotic,Digestive,55,34.54,1899.52,0.0,1,Canada,Walmart,6
2021-06-21,Ashwagandha,Herbal,100,38.11,2667.72,0.3,2,Canada,Walmart,6
2021-06-21,Melatonin,Sleep Aid,72,45.5,2620.77,0.2,2,USA,iHerb,6
2021-06-21,Biotin,Vitamin,66,32.77,2162.82,0.0,0,UK,Amazon,6
2021-06-21,Green Tea Extract,Fat Burner,55,37.74,2075.53,0.0,0,USA,Amazon,6
2021-06-21,Iron Supplement,Mineral,64,38.97,2369.16,0.05,1,UK,Amazon,6
2021-06-21,Electrolyte Powder,Hydration,94,22.78,1713.19,0.2,2,UK,Amazon,6
2021-06-28,Whey Protein,Protein,74,50.03,3147.07,0.15,2,Canada,Walmart,6
2021-06-28,Vitamin C,Vitamin,121,23.71,2151.78,0.25,5,Canada,Amazon,6
2021-06-28,Fish Oil,Omega,117,24.71,2023.84,0.3,1,UK,Amazon,6
2021-06-28,Multivitamin,Vitamin,85,43.04,2926.88,0.2,2,UK,iHerb,6
2021-06-28,Pre-Workout,Performance,75,40.05,2853.51,0.05,1,UK,Amazon,6
2021-06-28,BCAA,Amino Acid,61,45.31,2487.65,0.1,2,Canada,Amazon,6
2021-06-28,Creatine,Performance,107,24.25,2335.65,0.1,2,USA,Walmart,6
2021-06-28,Zinc,Mineral,77,17.95,1382.41,0.0,3,Canada,iHerb,6
2021-06-28,Magnesium,Mineral,50,36.69,1834.31,0.0,1,UK,Amazon,6
2021-06-28,Probiotic,Digestive,98,32.85,2253.77,0.3,1,UK,Walmart,6
2021-06-28,Ashwagandha,Herbal,107,13.81,1256.13,0.15,2,Canada,Walmart,6
2021-06-28,Melatonin,Sleep Aid,74,41.34,2447.1,0.2,1,Canada,Walmart,6
2021-06-28,Biotin,Vitamin,82,38.8,2544.97,0.2,2,USA,iHerb,6
2021-06-28,Green Tea Extract,Fat Burner,79,16.55,1307.71,0.0,2,USA,Amazon,6
2021-06-28,Iron Supplement,Mineral,65,31.8,2066.93,0.0,1,Canada,Walmart,6
2021-06-28,Electrolyte Powder,Hydration,116,17.63,1431.69,0.3,5,USA,Amazon,6
2021-07-05,Whey Protein,Protein,84,30.39,2552.93,0.0,1,USA,Amazon,7
2021-07-05,Vitamin C,Vitamin,70,27.13,1804.38,0.05,3,UK,iHerb,7
2021-07-05,Fish Oil,Omega,47,46.68,2194.04,0.0,2,USA,Walmart,7
2021-07-05,Multivitamin,Vitamin,82,38.06,2496.42,0.2,2,Canada,Walmart,7
2021-07-05,Pre-Workout,Performance,92,26.06,2277.49,0.05,4,USA,iHerb,7
2021-07-05,BCAA,Amino Acid,79,29.43,2208.39,0.05,1,Canada,Amazon,7
2021-07-05,Creatine,Performance,108,24.49,2248.1,0.15,2,USA,Amazon,7
2021-07-05,Zinc,Mineral,84,43.98,2770.47,0.25,1,Canada,iHerb,7
2021-07-05,Magnesium,Mineral,91,40.08,2735.8,0.25,2,Canada,Amazon,7
2021-07-05,Probiotic,Digestive,77,17.01,1309.8,0.0,2,UK,Amazon,7
2021-07-05,Ashwagandha,Herbal,71,14.74,1046.38,0.0,0,Canada,Walmart,7
2021-07-05,Melatonin,Sleep Aid,92,38.44,2829.39,0.2,3,UK,Walmart,7
2021-07-05,Biotin,Vitamin,50,41.92,2096.15,0.0,1,Canada,Walmart,7
2021-07-05,Green Tea Extract,Fat Burner,74,30.61,2038.76,0.1,1,UK,Walmart,7
2021-07-05,Iron Supplement,Mineral,93,32.4,2410.3,0.2,3,UK,iHerb,7
2021-07-05,Electrolyte Powder,Hydration,82,32.82,2287.28,0.15,1,UK,Walmart,7
2021-07-12,Whey Protein,Protein,118,40.63,3356.1,0.3,3,USA,Walmart,7
2021-07-12,Vitamin C,Vitamin,77,41.63,2724.92,0.15,3,Canada,iHerb,7
2021-07-12,Fish Oil,Omega,74,23.52,1740.52,0.0,1,Canada,Amazon,7
2021-07-12,Multivitamin,Vitamin,93,20.64,1823.13,0.05,2,USA,iHerb,7
2021-07-12,Pre-Workout,Performance,128,27.02,2420.76,0.3,1,USA,iHerb,7
2021-07-12,BCAA,Amino Acid,113,12.36,1117.69,0.2,4,UK,iHerb,7
2021-07-12,Creatine,Performance,83,48.86,3244.33,0.2,3,USA,Amazon,7
2021-07-12,Zinc,Mineral,97,32.35,2353.61,0.25,1,USA,Walmart,7
2021-07-12,Magnesium,Mineral,45,47.62,2142.87,0.0,1,UK,Walmart,7
2021-07-12,Probiotic,Digestive,63,43.41,2461.38,0.1,1,UK,Walmart,7
2021-07-12,Ashwagandha,Herbal,101,24.31,1964.15,0.2,2,UK,Amazon,7
2021-07-12,Melatonin,Sleep Aid,87,26.96,1993.93,0.15,1,Canada,iHerb,7
2021-07-12,Biotin,Vitamin,104,27.23,2265.74,0.2,4,Canada,iHerb,7
2021-07-12,Green Tea Extract,Fat Burner,112,26.33,2064.22,0.3,1,USA,Amazon,7
2021-07-12,Iron Supplement,Mineral,60,46.59,2515.76,0.1,1,Canada,Amazon,7
2021-07-12,Electrolyte Powder,Hydration,63,24.08,1517.22,0.0,1,USA,iHerb,7
2021-07-19,Whey Protein,Protein,63,47.46,2989.69,0.0,3,Canada,Walmart,7
2021-07-19,Vitamin C,Vitamin,108,21.57,1980.06,0.15,2,UK,Amazon,7
2021-07-19,Fish Oil,Omega,63,50.4,2540.08,0.2,2,Canada,Walmart,7
2021-07-19,Multivitamin,Vitamin,119,26.52,2209.42,0.3,1,USA,iHerb,7
2021-07-19,Pre-Workout,Performance,57,49.17,2802.62,0.0,1,Canada,Amazon,7
2021-07-19,BCAA,Amino Acid,68,38.35,2346.72,0.1,1,Canada,Walmart,7
2021-07-19,Creatine,Performance,123,24.23,2384.5,0.2,2,UK,Amazon,7
2021-07-19,Zinc,Mineral,106,30.76,2445.63,0.25,1,Canada,Amazon,7
2021-07-19,Magnesium,Mineral,64,27.41,1754.23,0.0,2,USA,iHerb,7
2021-07-19,Probiotic,Digestive,48,38.93,1868.84,0.0,0,USA,iHerb,7
2021-07-19,Ashwagandha,Herbal,43,39.46,1696.7,0.0,0,UK,iHerb,7
2021-07-19,Melatonin,Sleep Aid,52,43.88,2281.53,0.0,2,USA,Walmart,7
2021-07-19,Biotin,Vitamin,80,40.38,2745.66,0.15,3,Canada,Walmart,7
2021-07-19,Green Tea Extract,Fat Burner,78,24.42,1904.38,0.0,3,UK,Walmart,7
2021-07-19,Iron Supplement,Mineral,64,47.28,2572.06,0.15,2,UK,Amazon,7
2021-07-19,Electrolyte Powder,Hydration,34,46.81,1591.6,0.0,0,Canada,iHerb,7
2021-07-26,Whey Protein,Protein,74,33.39,2470.95,0.0,1,UK,Amazon,7
2021-07-26,Vitamin C,Vitamin,124,21.89,1900.16,0.3,4,Canada,Walmart,7
2021-07-26,Fish Oil,Omega,42,46.65,1959.13,0.0,1,UK,Amazon,7
2021-07-26,Multivitamin,Vitamin,98,31.04,2281.6,0.25,4,UK,Walmart,7
2021-07-26,Pre-Workout,Performance,60,46.73,2803.9,0.0,1,UK,Walmart,7
2021-07-26,BCAA,Amino Acid,89,25.2,2018.67,0.1,3,UK,Amazon,7
2021-07-26,Creatine,Performance,82,22.34,1831.83,0.0,1,UK,Amazon,7
2021-07-26,Zinc,Mineral,81,27.85,2143.38,0.05,2,UK,Amazon,7
2021-07-26,Magnesium,Mineral,60,40.38,2422.81,0.0,0,UK,Amazon,7
2021-07-26,Probiotic,Digestive,77,20.24,1558.41,0.0,1,USA,Walmart,7
2021-07-26,Ashwagandha,Herbal,67,20.62,1381.52,0.0,1,Canada,Amazon,7
2021-07-26,Melatonin,Sleep Aid,57,41.75,2260.53,0.05,2,Canada,iHerb,7
2021-07-26,Biotin,Vitamin,52,41.74,2170.67,0.0,1,USA,iHerb,7
2021-07-26,Green Tea Extract,Fat Burner,112,35.05,2748.31,0.3,3,USA,Walmart,7
2021-07-26,Iron Supplement,Mineral,70,23.94,1675.5,0.0,2,Canada,Amazon,7
2021-07-26,Electrolyte Powder,Hydration,91,20.88,1614.75,0.15,3,USA,Amazon,7
2021-08-02,Whey Protein,Protein,106,42.81,3403.36,0.25,4,USA,Walmart,8
2021-08-02,Vitamin C,Vitamin,125,27.08,2538.86,0.25,3,UK,iHerb,8
2021-08-02,Fish Oil,Omega,71,18.98,1347.8,0.0,1,UK,iHerb,8
2021-08-02,Multivitamin,Vitamin,99,32.92,2444.15,0.25,3,Canada,Walmart,8
2021-08-02,Pre-Workout,Performance,77,31.35,2414.11,0.0,3,USA,Amazon,8
2021-08-02,BCAA,Amino Acid,83,30.93,2181.8,0.15,3,Canada,Amazon,8
2021-08-02,Creatine,Performance,69,39.29,2575.37,0.05,0,UK,iHerb,8
2021-08-02,Zinc,Mineral,82,18.84,1467.37,0.05,2,Canada,Amazon,8
2021-08-02,Magnesium,Mineral,73,40.82,2532.67,0.15,2,USA,Walmart,8
2021-08-02,Probiotic,Digestive,103,21.25,1750.8,0.2,4,USA,iHerb,8
2021-08-02,Ashwagandha,Herbal,66,37.47,2225.64,0.1,2,UK,iHerb,8
2021-08-02,Melatonin,Sleep Aid,89,27.91,2235.9,0.1,1,Canada,Walmart,8
2021-08-02,Biotin,Vitamin,83,45.95,3051.14,0.2,2,USA,iHerb,8
2021-08-02,Green Tea Extract,Fat Burner,115,16.04,1291.32,0.3,3,Canada,Walmart,8
2021-08-02,Iron Supplement,Mineral,60,36.3,2178.21,0.0,1,Canada,Walmart,8
2021-08-02,Electrolyte Powder,Hydration,70,26.82,1877.74,0.0,2,USA,Walmart,8
2021-08-09,Whey Protein,Protein,92,50.75,3734.97,0.2,1,UK,iHerb,8
2021-08-09,Vitamin C,Vitamin,67,24.78,1660.56,0.0,2,USA,Amazon,8
2021-08-09,Fish Oil,Omega,93,45.77,2979.51,0.3,4,Canada,Amazon,8
2021-08-09,Multivitamin,Vitamin,42,45.51,1911.38,0.0,0,Canada,Walmart,8
2021-08-09,Pre-Workout,Performance,111,41.92,3257.47,0.3,2,UK,Amazon,8
2021-08-09,BCAA,Amino Acid,74,25.54,1890.09,0.0,0,UK,Amazon,8
2021-08-09,Creatine,Performance,104,13.49,1402.7,0.0,3,USA,iHerb,8
2021-08-09,Zinc,Mineral,39,44.34,1729.33,0.0,0,Canada,iHerb,8
2021-08-09,Magnesium,Mineral,70,38.98,2455.57,0.1,2,USA,iHerb,8
2021-08-09,Probiotic,Digestive,31,48.26,1495.91,0.0,1,UK,iHerb,8
2021-08-09,Ashwagandha,Herbal,49,44.54,2182.37,0.0,1,Canada,Walmart,8
2021-08-09,Melatonin,Sleep Aid,51,39.83,2031.34,0.0,1,Canada,iHerb,8
2021-08-09,Biotin,Vitamin,65,36.78,2390.47,0.0,2,USA,iHerb,8
2021-08-09,Green Tea Extract,Fat Burner,78,22.33,1654.8,0.05,3,USA,iHerb,8
2021-08-09,Iron Supplement,Mineral,87,45.38,2960.84,0.25,3,Canada,Walmart,8
2021-08-09,Electrolyte Powder,Hydration,64,28.7,1836.71,0.0,2,Canada,Walmart,8
2021-08-16,Whey Protein,Protein,66,50.76,3349.94,0.0,0,Canada,Walmart,8
2021-08-16,Vitamin C,Vitamin,120,19.82,1784.06,0.25,4,USA,Walmart,8
2021-08-16,Fish Oil,Omega,88,47.14,3111.27,0.25,3,UK,Amazon,8
2021-08-16,Multivitamin,Vitamin,94,23.4,1869.33,0.15,3,USA,iHerb,8
2021-08-16,Pre-Workout,Performance,68,41.45,2677.59,0.05,1,UK,iHerb,8
2021-08-16,BCAA,Amino Acid,39,47.42,1849.27,0.0,0,USA,Walmart,8
2021-08-16,Creatine,Performance,77,30.44,2343.61,0.0,1,Canada,iHerb,8
2021-08-16,Zinc,Mineral,52,41.45,2155.49,0.0,2,UK,Amazon,8
2021-08-16,Magnesium,Mineral,70,22.37,1566.23,0.0,2,Canada,Amazon,8
2021-08-16,Probiotic,Digestive,81,42.49,2581.26,0.25,1,USA,Walmart,8
2021-08-16,Ashwagandha,Herbal,83,33.11,2060.79,0.25,1,UK,Walmart,8
2021-08-16,Melatonin,Sleep Aid,54,33.39,1803.19,0.0,1,Canada,Walmart,8
2021-08-16,Biotin,Vitamin,62,32.92,2040.81,0.0,1,USA,Amazon,8
2021-08-16,Green Tea Extract,Fat Burner,81,44.04,2853.81,0.2,3,USA,Walmart,8
2021-08-16,Iron Supplement,Mineral,64,33.27,2129.47,0.0,1,UK,iHerb,8
2021-08-16,Electrolyte Powder,Hydration,62,36.77,2279.54,0.0,2,USA,iHerb,8
2021-08-23,Whey Protein,Protein,85,29.91,2542.05,0.0,4,UK,iHerb,8
2021-08-23,Vitamin C,Vitamin,99,34.17,2875.24,0.15,1,USA,Walmart,8
2021-08-23,Fish Oil,Omega,87,39.62,2584.98,0.25,1,UK,Amazon,8
2021-08-23,Multivitamin,Vitamin,129,20.3,1833.34,0.3,6,UK,iHerb,8
2021-08-23,Pre-Workout,Performance,98,41.89,3284.01,0.2,3,Canada,Amazon,8
2021-08-23,BCAA,Amino Acid,60,54.56,2946.08,0.1,2,USA,Walmart,8
2021-08-23,Creatine,Performance,69,35.72,2464.35,0.0,1,USA,iHerb,8
2021-08-23,Zinc,Mineral,117,19.98,1636.62,0.3,5,USA,iHerb,8
2021-08-23,Magnesium,Mineral,74,43.99,2766.83,0.15,2,UK,Walmart,8
2021-08-23,Probiotic,Digestive,85,39.3,2672.15,0.2,2,UK,Amazon,8
2021-08-23,Ashwagandha,Herbal,42,41.96,1762.49,0.0,1,UK,Amazon,8
2021-08-23,Melatonin,Sleep Aid,121,16.47,1494.46,0.25,5,Canada,iHerb,8
2021-08-23,Biotin,Vitamin,58,41.31,2395.72,0.0,1,UK,Amazon,8
2021-08-23,Green Tea Extract,Fat Burner,49,48.79,2390.51,0.0,0,USA,Walmart,8
2021-08-23,Iron Supplement,Mineral,84,38.36,2416.7,0.25,3,UK,iHerb,8
2021-08-23,Electrolyte Powder,Hydration,76,20.38,1549.15,0.0,1,Canada,Walmart,8
2021-08-30,Whey Protein,Protein,61,49.66,3029.45,0.0,2,USA,Amazon,8
2021-08-30,Vitamin C,Vitamin,94,28.11,2378.38,0.1,2,UK,Walmart,8
2021-08-30,Fish Oil,Omega,75,30.78,2077.47,0.1,1,USA,iHerb,8
2021-08-30,Multivitamin,Vitamin,81,24.71,1901.27,0.05,1,Canada,iHerb,8
2021-08-30,Pre-Workout,Performance,98,46.81,3210.83,0.3,1,Canada,Amazon,8
2021-08-30,BCAA,Amino Acid,124,18.51,1606.4,0.3,3,USA,iHerb,8
2021-08-30,Creatine,Performance,109,27.78,2422.79,0.2,4,Canada,iHerb,8
2021-08-30,Zinc,Mineral,46,47.78,2198.1,0.0,0,Canada,iHerb,8
2021-08-30,Magnesium,Mineral,71,25.19,1788.15,0.0,2,USA,Amazon,8
2021-08-30,Probiotic,Digestive,116,22.09,1793.49,0.3,3,UK,iHerb,8
2021-08-30,Ashwagandha,Herbal,94,19.01,1518.63,0.15,4,USA,Walmart,8
2021-08-30,Melatonin,Sleep Aid,62,32.01,1984.45,0.0,2,Canada,iHerb,8
2021-08-30,Biotin,Vitamin,110,18.84,1761.4,0.15,2,UK,Walmart,8
2021-08-30,Green Tea Extract,Fat Burner,71,47.63,2705.47,0.2,0,Canada,Amazon,8
2021-08-30,Iron Supplement,Mineral,62,28.0,1736.18,0.0,2,USA,iHerb,8
2021-08-30,Electrolyte Powder,Hydration,51,41.47,2114.82,0.0,2,Canada,Amazon,8
2021-09-06,Whey Protein,Protein,83,38.05,3000.32,0.05,3,USA,iHerb,9
2021-09-06,Vitamin C,Vitamin,53,41.22,2184.8,0.0,0,UK,iHerb,9
2021-09-06,Fish Oil,Omega,73,22.7,1657.03,0.0,2,USA,iHerb,9
2021-09-06,Multivitamin,Vitamin,58,40.1,2326.06,0.0,1,Canada,Amazon,9
2021-09-06,Pre-Workout,Performance,74,45.6,3037.28,0.1,1,USA,Amazon,9
2021-09-06,BCAA,Amino Acid,38,42.24,1605.21,0.0,1,USA,iHerb,9
2021-09-06,Creatine,Performance,66,48.35,3191.32,0.0,1,Canada,Amazon,9
2021-09-06,Zinc,Mineral,108,34.82,2632.7,0.3,4,Canada,Walmart,9
2021-09-06,Magnesium,Mineral,64,34.99,2239.63,0.0,2,UK,iHerb,9
2021-09-06,Probiotic,Digestive,72,33.53,2172.63,0.1,2,Canada,Amazon,9
2021-09-06,Ashwagandha,Herbal,97,28.08,2042.82,0.25,1,USA,iHerb,9
2021-09-06,Melatonin,Sleep Aid,79,21.19,1674.27,0.0,2,USA,Walmart,9
2021-09-06,Biotin,Vitamin,89,49.24,3067.73,0.3,4,UK,iHerb,9
2021-09-06,Green Tea Extract,Fat Burner,64,39.97,2302.42,0.1,2,Canada,Amazon,9
2021-09-06,Iron Supplement,Mineral,90,40.01,2700.35,0.25,2,USA,iHerb,9
2021-09-06,Electrolyte Powder,Hydration,61,31.56,1925.16,0.0,2,Canada,Amazon,9
2021-09-13,Whey Protein,Protein,97,22.16,2149.56,0.0,2,Canada,Amazon,9
2021-09-13,Vitamin C,Vitamin,78,49.05,3060.94,0.2,1,UK,iHerb,9
2021-09-13,Fish Oil,Omega,81,29.8,2051.68,0.15,2,Canada,Walmart,9
2021-09-13,Multivitamin,Vitamin,46,49.56,2165.79,0.05,1,Canada,iHerb,9
2021-09-13,Pre-Workout,Performance,106,16.91,1702.45,0.05,4,USA,iHerb,9
2021-09-13,BCAA,Amino Acid,106,23.97,1906.01,0.25,1,USA,Walmart,9
2021-09-13,Creatine,Performance,97,16.24,1575.6,0.0,1,Canada,Walmart,9
2021-09-13,Zinc,Mineral,76,48.37,2756.91,0.25,3,USA,Walmart,9
2021-09-13,Magnesium,Mineral,77,16.94,1304.28,0.0,0,Canada,Walmart,9
2021-09-13,Probiotic,Digestive,70,40.16,2389.43,0.15,1,Canada,Walmart,9
2021-09-13,Ashwagandha,Herbal,46,35.95,1653.7,0.0,2,UK,Walmart,9
2021-09-13,Melatonin,Sleep Aid,93,34.05,2374.79,0.25,3,UK,iHerb,9
2021-09-13,Biotin,Vitamin,73,22.69,1656.47,0.0,3,USA,Amazon,9
2021-09-13,Green Tea Extract,Fat Burner,78,16.58,1292.88,0.0,2,Canada,iHerb,9
2021-09-13,Iron Supplement,Mineral,114,21.23,1694.21,0.3,3,Canada,iHerb,9
2021-09-13,Electrolyte Powder,Hydration,68,25.15,1710.22,0.0,2,USA,Walmart,9
2021-09-20,Whey Protein,Protein,138,25.57,2469.74,0.3,3,Canada,Amazon,9
2021-09-20,Vitamin C,Vitamin,100,20.12,1709.88,0.15,4,UK,Amazon,9
2021-09-20,Fish Oil,Omega,60,29.86,1791.5,0.0,2,USA,Walmart,9
2021-09-20,Multivitamin,Vitamin,70,16.54,1157.98,0.0,1,USA,Walmart,9
2021-09-20,Pre-Workout,Performance,84,34.4,2745.43,0.05,2,UK,iHerb,9
2021-09-20,BCAA,Amino Acid,89,36.68,2774.47,0.15,0,Canada,Walmart,9
